registration_number,material_name,material_category,manufacturer_name,product_category,geographical_scope,country_of_origin,gwp_a1a3,gwp_unit,declared_unit,life_cycle_stages,epd_programme_operator,year_published,valid_until,epd_url,gwp_value,extraction_confidence,notes
EPD-IES-0009806:001,Average Plate & Coil Steel Product,Steel & Metal,Jindal Steel and Power,Construction products,India,India,3650.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9806,3650.0,HIGH,GWP value 3.65E+03 converted to 3650.0 kg CO2 eq per 1 tonne.
EPD-IES-0006477:001,"Galvanized Steel Product, Kalmeshwar Plant",Steel & Metal,JSW Steel Coated Products Limited (JSWSCPL),Construction products,India,India,3150,kg CO2 eq.,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6477,3150,HIGH,"GWP value is for Climate Change - total, A1-A3 module. Value is 3.15E+03."
EPD-IES-0006478:001,"Galvalume Steel Product, Kalmeshwar Plant",Steel & Metal,JSW Steel Coated Products Limited (JSWSCPL),Construction products,India,India,3590.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6478,3590.0,HIGH,GWP value 3.59E+03 converted from kg CO2 eq/tonne to 3590.0.
EPD-IES-0006481:001,"Pre-painted Galvanized Steel Product, Kalmeshwar Plant",Steel & Metal,JSW Steel Coated Products Limited (JSWSCPL),Construction products,India,India,3420.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6481,3420.0,HIGH,
EPD-IES-0006482:001,"Pre-painted Galvalume Product, Kalmeshwar Plant",Steel & Metal,JSW Steel Coated Products Limited (JSWSCPL),Construction products,India,India,3790.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6482,3790.0,HIGH,GWP value 3.79E+03 converted to 3790.0. Declared unit is 1 tonne.
EPD-IES-0006483:001,"Galvanized Steel Product, Vasind Plant",Steel & Metal,JSW Steel Coated Products Limited (JSWSCPL),Construction products,India,India,3240.0,kg CO2 eq./tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6483,3240.0,HIGH,The GWP value is for the A1-A3 life cycle stage and is reported in kg CO2 eq. per tonne of Galvanized Steel.
EPD-IES-0006484:001,"Galvalume Steel Product, Vasind Plant",Steel & Metal,JSW Steel Coated Products Limited (JSWSCPL),Construction products,India,India,3690.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6484,3690.0,HIGH,GWP value 3.69E+03 converted from kg CO2 eq/tonne to 3690.0.
EPD-IES-0006485:001,"Pre-painted Galvanized Steel Product, Vasind Plant",Steel & Metal,JSW Steel Coated Products Limited (JSWSCPL),Construction products,India,India,3560.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6485,3560.0,HIGH,
EPD-IES-0006486:001,"Pre-painted Galvalume Product, Vasind Plant",Steel & Metal,JSW Steel Coated Products Limited (JSWSCPL),Construction products,India,India,3950.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6486,3950.0,HIGH,GWP value 3.95E+03 converted to 3950.0 per tonne.
EPD-IES-0006487:001,"Galvanized Steel Product, Tarapur Plant",Steel & Metal,JSW Steel Coated Products Limited (JSWSCPL),Construction products,India,India,5010.0,kg CO2 eq.,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6487,5010.0,HIGH,"The GWP value is for the A1-A3 stage. The declared unit is 1 tonne, but the table shows results per tonne. The GWP value is presented as 5.01E+03 in the table."
EPD-IES-0006488:001,"Galvalume Steel Product, Tarapur Plant",Steel & Metal,JSW Steel Coated Products Limited (JSWSCPL),Construction products,India,India,3970.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6488,3970.0,HIGH,GWP value converted from 3.97E+03 kg CO2 eq per tonne.
EPD-IES-0006489:001,"Pre-painted Galvanized Steel Product, Tarapur Plant",Steel & Metal,JSW Steel Coated Products Limited (JSWSCPL),Construction products,India,India,5380.0,kg CO2 eq.,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6489,5380.0,,
EPD-IES-0006490:001,"Pre-painted Galvalume Product, Tarapur Plant",Steel & Metal,JSW Steel Coated Products Limited (JSWSCPL),Construction products,India,India,4320.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6490,4320.0,HIGH,GWP value extracted from Table 11 for A1-A3 module. 4.32E+03 equals 4320.0.
EPD-IES-0009207:001,"Tinplate Product, Tarapur Plant",Steel & Metal,JSW Steel Coated Products Limited (JSWSCPL),Construction products,India,India,3960.0,kg CO2 eq/tonne,1 tonne of Tinplate,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9207,3960.0,HIGH,
EPD-IES-0009226:001,High Pressure Laminates,Plastic & Polymer,CROWN DECOR PRIVATE LIMITED,Construction products,India,India,21.0,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9226,21.0,HIGH,"GWP value is for 6 mm thickness. The EPD covers A1-A3, A5, C1-C4, and D."
EPD-IES-0009807:001,Magnetron coated glass on SGG PLANILUX 6 mm,Glass,Saint-Gobain India Private Limited,Construction products,India,India,21.1,kg CO2 eq/m3,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9807,21.1,HIGH,"The GWP value of 21.10 kg CO2 eq/m3 is explicitly stated in the 'LCA interpretation' section, within the 'Global Warming Potential (Climate Change) (GWP)' subsection, presented in a graphical representation and also in text. The value corresponds to the A1-A3 (Product stage) for the functional unit of 1 m2."
EPD-IES-0009808:001,Magnetron coated glass on SGG PLANILUX 8 mm,Glass,Saint-Gobain India Pvt. Ltd,Construction products,India,India,27.6,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9808,27.6,HIGH,"GWP value represents the sum of Climate Change (fossil, biogenic, and land use change) for A1-A3 as per the provided LCA results table."
EPD-IES-0009809:001,Magnetron coated glass on SGG PLANILUX 12 mm,Glass,Saint-Gobain India Private Limited,Construction products,India,India,40.3,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9809,40.3,HIGH,GWP value represents Climate Change (total) for A1-A3 modules.
EPD-IES-0009810:001,Magnetron coated glass On SGG PARSOL 4 mm,Glass,Saint-Gobain India Pvt. Ltd,Construction products,India,India,15.8,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9810,15.8,HIGH,GWP value for A1-A3 is 1.58E+01 kg CO2 eq/m2 as per the Environmental Impacts table.
EPD-IES-0009811:001,Magnetron coated glass on SGG PARSOL 6 mm,Glass,SAINT-GOBAIN INDIA PRIVATE LIMITED – GLASS BUSINESS,Construction products,India,India,22.7,kg CO2 eq.,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9811,22.7,HIGH,The GWP value is taken from the 'Climate Change [kg CO2 eq.]' row under the 'A1-A3' column in the 'LCA results' section. The value is presented as 2.27E+01 which is equivalent to 22.7.
EPD-IES-0009812:001,Magnetron coated glass on SGG PARSOL 8 mm,Glass,Saint-Gobain India Private Limited,Construction products,India,India,29.6,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9812,29.6,HIGH,GWP value 29.6E+01 is 29.6 kg CO2 eq per 1 m2 based on Table 13 (Climate Change total).
EPD-IES-0006473:002,High Pressure Laminates-Compact Panels,Other,Stylam Industries Limited,Construction products,India,India,7.82,kg CO2 eq.,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6473,7.82,HIGH,The GWP value is for 1 m2 of 6mm HPL-Compact Panel. The GWP-total for other thicknesses are provided as conversion factors in Table 4-13.
EPD-IES-0009225:001,Steel Rebar,Steel & Metal,Raajratna Metal Industries Limited,Construction products,Global,India,2762.88,kg CO2 eq/ton,1 ton of Steel Rebar,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9225,2762.88,HIGH,
EPD-IES-0009219:001,High Pressure Laminates,Plastic & Polymer,Stylam Industries Limited,Construction products,Global,India,1.46,kg CO2 eq.,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9219,1.46,HIGH,GWP value is for 1 m2 of 0.7 mm HPL.
EPD-IES-0009222:001,SGG PARSOL® 4 mm,Glass,SAINT-GOBAIN INDIA PRIVATE LIMITED,Construction products,India,India,13.6,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9222,13.6,HIGH,GWP value for A1-A3 is 1.36E+01 kg CO2 eq/m2 as per the Environmental Impacts table.
EPD-IES-0009208:001,Average Fencing Products,Steel & Metal,Suyash Global Pvt Ltd,Construction products,India,India,3.20,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9208,3.20,HIGH,GWP value extracted from Table 4.2 for A1-A3.
EPD-IES-0006474:001,Steel Hot Rolled Coil,Steel & Metal,Tata Steel Limited,Construction products,India,India,2859.6,kg CO2 eq/t,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6474,2859.6,HIGH,GWP value represents the total cradle to gate impact (A1-A3) as stated in section 4.8 Interpretation.
EPD-IES-0006476:001,Clay Products,Brick & Masonry,Prayag Clay Products Limited,Construction products,Global,India,47.9,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6476,47.9,HIGH,The GWP value for A1-A3 is 4.79E+01 (47.9) per 1 tonne of product as reported in Table 4-7.
EPD-IES-0006472:001,Zinc Product,Steel & Metal,Hindustan Zinc Limited,Construction products,India,India,5460.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6472,5460.0,HIGH,"GWP value calculated as sum of A1 (6.88E+02), A2 (1.33E+02), and A3 (4.64E+03) as per Table 11 and confirmed by interpretation in Table 15."
EPD-IES-0006471:001,1 m3 of Ready-Mix Concrete,Concrete & Cement,JSW Green Cement Private Limited,Construction products,India,India,245.0,kg CO2 eq/m3,1 m3,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6471,245.0,HIGH,"GWP value represents M-30 grade concrete, which is the highest volume contributor (55.16%) in the EPD. Values for other grades are available in the document."
EPD-IES-0005020:001,Steel Structural Hollow Sections from Tata Steel Limited,Steel & Metal,Tata Steel Limited,Construction products,India,India,3058.3,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd5020,3058.3,HIGH,"GWP value calculated as sum of A1 (3000), A2 (32.6), and A3 (25.7) for 1 tonne."
EPD-IES-0005019:001,"Cement Product (OPC, PPC, PSC, PCC)",Concrete & Cement,UltraTech Cement Ltd.,Construction products,Global,India,996,kg CO2 eq./1000 kg,1000 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd5019,996,HIGH,"The GWP values are presented for four different types of cement: OPC, PPC, PSC, and PCC. The values provided are for the A1-A3 life cycle stages and are based on a declared unit of 1000 kg. The GWP - total for OPC is 9.96E+02, for PPC is 7.10E+02, for PSC is 4.87E+02, and for PCC is 5.41E+02. The unit for GWP is kg CO2 eq. per 1000 kg."
EPD-IES-0006083:001,Vnext- Fiber Cement Boards,Concrete & Cement,Visaka Industries Limited,Construction products,India,India,4.13,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6083,4.13,HIGH,GWP value is based on 4mm thickness board manufactured at the Miryalaguda (MLG) plant. Values vary by thickness and manufacturing location.
EPD-IES-0006084:001,Vnext Panels,Concrete & Cement,Visaka Industries Limited,Construction products,India,India,14.82,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6084,14.82,HIGH,Value represents 50mm thickness panel manufactured at MLG plant. Multiple GWP values exist for different thicknesses (50mm/75mm) and plants (MLG/JJR).
EPD-IES-0005018:001,Steel Rebar,Steel & Metal,Tata Steel Limited,Construction products,India,India,2727.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd5018,2727.0,HIGH,"GWP value calculated as sum of A1 (2520) + A2 (2.16) + A3 (205) = 2727.16, rounded to 2727.0. Declared unit is 1 tonne."
EPD-IES-0002112:001,COLORBOND® steel & ZINCALUME® steel,Steel & Metal,Tata BlueScope Steel Pvt. Ltd.,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd2112,,,
EPD-IES-0006462:001,Gyproc® Duraline 13mm,Other,Saint-Gobain India Pvt. Ltd,Construction products,India,India,6.03,kg CO2 eq.,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6462,6.03,HIGH,"The declared unit is 1m2 of installed plasterboard with a weight of 12 kg/m2 and an expected average service life of 50 years. The GWP value is taken from the 'Climate Change' row under the 'Product stage, A1-A3' column."
EPD-IES-0006463:001,Gyproc® Fireline 15mm,Other,Saint-Gobain India Pvt. Ltd,Construction products,India,India,6.0,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6463,6.0,HIGH,"GWP value represents Climate Change (total) for A1-A3. Value 6,00E+00 converted to 6.0."
EPD-IES-0006085:001,Gyproc® Fireline 12.5mm,Other,Saint-Gobain India Pvt. Ltd,Construction products,India,India,4.96,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6085,4.96,HIGH,GWP value for A1-A3 is 4.96E+00 kg CO2 eq. per functional unit of 1 m2.
EPD-IES-0006086:001,Gyproc® Glasroc H 12.5mm,Brick & Masonry,Saint-Gobain India Pvt. Ltd,Construction products,India,India,5.73,kg CO2 eq./FU,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6086,5.73,HIGH,"The GWP value is taken from the 'Climate Change [kg CO2 eq.]' row under the 'A1/A2/A3' column in the 'Environmental Impacts' table. The declared unit is '1m2 of installed plasterboard 12,5 mm with a weight of 10.6 kg/m² and an expected average service life of 50 years'."
EPD-IES-0006087:001,Gyproc® Habito 12.5mm,Other,Saint-Gobain India Pvt. Ltd,Construction products,India,India,8.02,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6087,8.02,HIGH,GWP value represents A1-A3 stage for 1 m2 of installed plasterboard.
EPD-IES-0005016:001,Silent Box,Other,Kubik India Pvt Limited,Construction products,Global,India,1690.0,kg CO2 eq.,1 piece of Double Glazed Silent Box Product with L x W x H : 1.2 m x 1.2 m x 2.1 m,A1-A3,International EPD System,,,https://www.environdec.com/library/epd5016,1690.0,HIGH,
EPD-IES-0005017:001,Average of Finished Flat Products (Steel),Steel & Metal,JSW Steel Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd5017,,,
EPD-IES-0004379:001,Door System,Aluminium,KUBIK INDIA PVT LTD,Construction products,Global,India,519.0,kg CO2 eq/piece,1 piece,A1-A3,International EPD System,,,https://www.environdec.com/library/epd4379,519.0,HIGH,"GWP value represents Model 1 (Acosoft 40). Other models have varying GWP values (Model 2: 386, Model 3: 476, Model 4: 461, Model 5: 608, Model 6: 627, Model 7: 574)."
EPD-IES-0004636:001,Partitions System,Aluminium,Kubik India Pvt Limited,Construction products,Global,India,324.0,kg CO2 eq/piece,1 piece of Partition system measuring 3.0 m x 2.7 m,A1-A3,International EPD System,,,https://www.environdec.com/library/epd4636,324.0,HIGH,GWP value extracted from Table 10 for Model 1 (Acosoft 40). The declared unit is 1 piece of partition system.
EPD-IES-0004326:001,Finished Long Products (Steel),Steel & Metal,JSW Steel Limited,Construction products,India,India,2420.0,kg CO2 eq/1000 kg,1000 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd4326,2420.0,HIGH,GWP value represents the TMT Bar product from the Vijayanagar plant as the primary example provided in the results table. Other products have varying GWP values.
EPD-IES-0002109:001,Entropy Workstation,Other,Talin Modular Office Furniture Systems Pvt. Ltd,Furniture & other goods,India,India,228.0,kg CO2 eq.,1 piece,A1-A3,International EPD System,,,https://www.environdec.com/library/epd2109,228.0,HIGH,"GWP value is for Entropy Workstation Model 1, representing the sum of 'Upstream' (A1-A2) and 'Core' (A3) life cycle stages."
EPD-IES-0002110:001,FLEXIvate Workstation,Furniture & Fittings,Talin Modular Office Furniture Systems Pvt. Ltd.,Furniture & other goods,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd2110,,,
EPD-IES-0000538:002,12.5 mm Gypboard® Plain plasterboard,Other,Saint-Gobain India Pvt Ltd - Gyproc Business,Construction products,India,India,3.9,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd538,3.9,HIGH,"GWP value is for the A1-A3 stages. The declared unit is 1 m² of Gypboard Plain plasterboard of 12,5mm thickness."
EPD-IES-0001418:001,Berger External Thermal Insulation & Composite Systems (ETICS),Insulation & Acoustic,Berger Paints India Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd1418,,,
EPD-IES-0001419:001,Berger Paints (Water-Based),Paint & Coating,Berger Paints India Limited,Construction products,India,India,0.706,kg CO2-Equiv.,1 litre paint,A1-A3,International EPD System,,,https://www.environdec.com/library/epd1419,0.706,HIGH,
EPD-IES-0002108:001,Berger Paints (Solvent-Based),Paint & Coating,Berger Paints India Limited,Construction products,India,India,1.72,kg CO2-Equiv.,1 litre,A1-A3,International EPD System,,,https://www.environdec.com/library/epd2108,1.72,HIGH,
